Year,Date,Time,Report_Date,Report_Time,ACC_CODE,Institution,Road_Code,Road,Kilometer,Province,Vehicle1,Path_Description,Path_Description_1,Path_Description_2,Presumed_Cause,Presumed_Cause_1,Presumed_Cause_2,Accident_Type,Accident_Type_1,Accident_Type_2,Weather,Latitude,Longitude,Number_of_Vehicles_Involved,Total_Number_of_Incidents,Motorcycle,Three-wheeled_Vehicle,Sedan,Van,Passenger_Pickup_Truck,Bus,Pickup_Truck,Truck_6,Truck_>6<10,Truck_>10,E-Tan,Other,Pedestrian,Number_of_Fatalities,Number_of_Severe_Injuries,Number_of_Minor_Injuries,Total_of_Injuries
2023,18/1/2023,19:10,14/3/2023,14:40,7605511,กรมทางหลวง,107,ล้องอ้อ - เมืองงาม,144.52,เชียงใหม่,รถบรรทุก 6 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,19.85283546,99.17442338,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,19/1/2023,11:00,14/3/2023,15:24,7605333,กรมทางหลวง,1150,กิ่วไฮ - ขุนแจ๋,45.4,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,19.34309748,99.28884859,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,19/1/2023,11:06,14/3/2023,15:19,7605329,กรมทางหลวง,1150,กิ่วไฮ - ขุนแจ๋,24.17,เชียงใหม่,รถจักรยานยนต์,ทางเชื่อมเข้าพื้นที่สาธารณะ/เชิงพาณิชย์,ทางเชื่อมเข้าพื้นที่สาธารณะ,ทางเชื่อมเข้าพื้นที่เชิงพาณิชย์,"คน,รถ,สัตว์ตัดหน้ากระชั้นชิด","คน,รถ,สัตว์ตัดหน้ากระชั้นชิด",,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),,แจ่มใส,19.38018386,99.15573925,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2023,19/1/2023,16:36,7/3/2023,14:48,7600683,กรมทางหลวง,121,ต้นเปา - ดอนแก้ว,26.3,เชียงใหม่,รถจักรยานยนต์,,,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.84747979,99.01320489,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,19/1/2023,17:00,14/3/2023,14:30,7605516,กรมทางหลวง,107,หัวโท - ล้องอ้อ,120.2,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ,ไม่คุ้นเคยเส้นทาง,ขับรถไม่ชำนาญ,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,แจ่มใส,19.64689667,99.14245287,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2023,19/1/2023,23:30,14/3/2023,14:06,7605518,กรมทางหลวง,1141,ดอนจั่น - เชียงใหม่,4.447,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,แจ่มใส,18.76533622,98.9910154,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,20/1/2023,12:00,14/3/2023,13:49,7605446,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,10.425,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.90201075,99.00537863,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,20/1/2023,22:02,7/3/2023,15:03,7600717,กรมทางหลวง,121,ต้นเปา - ดอนแก้ว,22.2,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.82852189,99.04605567,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,21/1/2023,1:30,7/3/2023,15:24,7600744,กรมทางหลวง,121,เหมืองกุง - ต้นเปา,10.3,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.73683405,99.03966665,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,22/1/2023,1:15,14/3/2023,11:17,7605440,กรมทางหลวง,121,เหมืองกุง - ต้นเปา,10.225,เชียงใหม่,รถจักรยานยนต์,,,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.73722903,99.04063225,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,23/1/2023,11:00,7/3/2023,13:59,7600609,กรมทางหลวง,1099,บ่อหลวง - แม่ตื่น,33.5,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,17.89141067,98.40854555,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023,24/1/2023,23:43,14/3/2023,13:30,7605464,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,5.74,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.86161662,99.01479219,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,25/1/2023,0:54,7/3/2023,14:31,7600663,กรมทางหลวง,108,เชียงใหม่ - ปากทางท่าลี่,29.1,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,แจ่มใส,18.57016569,98.87746695,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,25/1/2023,12:30,14/3/2023,9:40,7605395,กรมทางหลวง,11,อุโมงค์ - รินคำ,562.285,เชียงใหม่,อื่นๆ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.80424957,98.96948528,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,26/1/2023,2:15,14/3/2023,14:01,7605447,กรมทางหลวง,1006,เชียงใหม่ - ออนหลวย,12.65,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.74894971,99.11245912,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2023,29/1/2023,2:25,31/1/2023,14:47,7574909,กรมทางหลวง,118,เชียงใหม่ - ดอยนางแก้ว,3.6,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนสิ่งกีดขวาง (บนผิวจราจร),ชนสิ่งกีดขวาง (บนผิวจราจร),,แจ่มใส,18.82408675,99.04485673,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,29/1/2023,2:59,14/3/2023,9:40,7605403,กรมทางหลวง,11,อุโมงค์ - รินคำ,562.49,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.80262916,98.96853447,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2023,29/1/2023,7:20,30/1/2023,14:11,7574079,กรมทางหลวงชนบท,ชม.3001,แยกทางหลวงหมายเลข 107 (กม.ที่ 117+800) - บ้านหนองขวาง,22.9,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,,,,แจ่มใส,19.828463,99.137756,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
